torso_angle,neck_angle,shoulder_tilt,hip_tilt,head_forward_z,head_to_shoulder,label
0.928305855302751,0.402511919814379,0.028082363307476044,0.06797269731760025,-0.7183750867843628,0.3428398668766022,0
0.8427910447787059,0.14670980696444608,0.024597089737653732,0.06638755649328232,-0.7080668210983276,0.34479713439941406,0
0.8353283097845884,0.0,0.02468840405344963,0.06662001460790634,-0.7092974185943604,0.3446704149246216,0
0.9061184012215426,0.17132016174909548,0.026090404018759727,0.07079285383224487,-0.7208771109580994,0.34085613489151,0
1.187950439389513,1.1386638871140904,0.03353460505604744,0.08271322399377823,-0.7290279865264893,0.3421921133995056,0
1.266713664312352,1.3055128679019727,0.03640926256775856,0.07979920506477356,-0.7280035614967346,0.3427412211894989,0
1.3322204968328886,1.3213060315295433,0.03732862323522568,0.07806771993637085,-0.726169228553772,0.3431287407875061,0
1.3747277598877898,1.4122233419422783,0.037676647305488586,0.07681114226579666,-0.7231209874153137,0.3433099687099457,0
1.43871865767063,1.4764450767477453,0.0377347394824028,0.07722564786672592,-0.7207275629043579,0.34286415576934814,0
1.3411507818155937,0.6760855023902291,0.03560732305049896,0.07426269352436066,-0.7132074236869812,0.34107157588005066,0
1.1918972715588718,0.18022577739447643,0.031971532851457596,0.07115695625543594,-0.7093607187271118,0.34352824091911316,0
1.1585963117579647,0.32625916551478834,0.03105313703417778,0.07032976299524307,-0.7045716643333435,0.34437376260757446,0
1.1085346689486475,0.4338616445003961,0.032125040888786316,0.06979620456695557,-0.7098526954650879,0.3450581133365631,0
1.014714302817627,0.7173703049613431,0.030544662848114967,0.06597555428743362,-0.7064182758331299,0.3426462709903717,0
0.9427382939052541,0.5794596197142697,0.027123283594846725,0.060829807072877884,-0.6928553581237793,0.3406909704208374,0
0.881378028339674,0.43476271239544917,0.0225546732544899,0.05842667818069458,-0.6870334148406982,0.34088781476020813,0
0.7063753330640682,0.09065408419654447,0.013084071688354015,0.047504521906375885,-0.6826403737068176,0.3391624689102173,0
0.6921034778299112,0.9791878356721055,0.009896726347506046,0.04706612974405289,-0.6901849508285522,0.33867549896240234,0
0.6980154632002524,1.9855408692061658,0.005980595014989376,0.04469861090183258,-0.6899735927581787,0.3348066210746765,0
0.7425679801321223,2.2597539905622575,0.004987703636288643,0.044928841292858124,-0.6885266304016113,0.33487486839294434,0
0.8106000987022028,2.352018426518517,0.003770485520362854,0.047665368765592575,-0.690401554107666,0.33545464277267456,0
0.8367326422023835,2.3782516728074103,0.003610098036006093,0.04962015897035599,-0.6954847574234009,0.33492597937583923,0
0.8287432965832581,2.061180451776356,0.002689167158678174,0.05067042261362076,-0.696118950843811,0.3333972990512848,0
0.780343532354283,1.7833378282282009,0.0018191623967140913,0.04755106195807457,-0.6958442330360413,0.33327117562294006,0
0.6904050412510266,0.8840381817362709,0.0007431114208884537,0.04650108888745308,-0.6945322751998901,0.33228635787963867,0
0.6855699555065641,0.49018858354876255,0.0007354096742346883,0.045521803200244904,-0.6918840408325195,0.33214372396469116,0
0.7013713679248461,0.22381178101882981,-0.00014998330152593553,0.045266326516866684,-0.6957277655601501,0.33536064624786377,0
0.7162784022658941,0.20653381460469245,-0.0003778749378398061,0.047420684248209,-0.6964873671531677,0.3380691707134247,0
0.6691032853862068,0.019782341029446364,-0.00199321866966784,0.05019700527191162,-0.6785435676574707,0.3458556532859802,0
0.6711472685335332,0.4423476893491018,-0.0007777524879202247,0.051844414323568344,-0.6699067950248718,0.34732505679130554,0
0.6906884040375686,0.5222705951206958,0.001045847311615944,0.055838145315647125,-0.6740893721580505,0.3480415344238281,0
0.6763748639922953,0.6821363208629462,-0.001093133119866252,0.05946829915046692,-0.67650306224823,0.3483341634273529,0
0.6370438060974621,1.0368428517666946,-0.005929314531385899,0.05349021404981613,-0.678952693939209,0.3481396734714508,0
0.5801345932307347,0.9561348340345786,-0.009116264060139656,0.049632780253887177,-0.6795086860656738,0.3485513925552368,0
0.5464388858646824,0.8213911741330813,-0.012305536307394505,0.047982458025217056,-0.6838992834091187,0.3487188518047333,0
0.4727123711074393,0.532657749099804,-0.018352899700403214,0.044715024530887604,-0.6930257081985474,0.3495962619781494,0
0.3711502636014784,0.4005626901348312,-0.023425869643688202,0.04066675901412964,-0.6900925636291504,0.3501078486442566,0
0.28046336769824726,0.714363556810108,-0.024565689265727997,0.037897951900959015,-0.6887394785881042,0.34981539845466614,0
0.22555353545062423,0.5678623372941045,-0.024047143757343292,0.03798075392842293,-0.6825507879257202,0.35027840733528137,0
0.26318715972998474,0.7813459163489449,-0.023072095587849617,0.041242118924856186,-0.6911532878875732,0.3499598801136017,0
0.2639295804557845,0.7425679801321223,-0.022287549450993538,0.04359489679336548,-0.6961325407028198,0.35020527243614197,0
0.24628834802245791,1.323377833252275,-0.021299218758940697,0.04309742525219917,-0.6947552561759949,0.34349799156188965,0
0.24147442349920606,2.0298938773968143,-0.02153949998319149,0.042874082922935486,-0.6941484212875366,0.34142589569091797,0
0.18451747215888148,2.395962257134149,-0.016075583174824715,0.0418550968170166,-0.6849188208580017,0.3434033989906311,0
0.2510099675688194,1.698350509210517,-0.014658596366643906,0.009916690178215504,-0.6648663282394409,0.34774690866470337,0
0.5733491029266135,0.8632076124065209,-0.016877366229891777,0.005190751515328884,-0.6622901558876038,0.3456989526748657,0
0.5528469067117766,0.3244549486979649,-0.011111235246062279,0.020424067974090576,-0.6779902577400208,0.3381674587726593,0
0.5764124582607224,0.14265252599748507,-0.009487164206802845,0.021122409030795097,-0.673423171043396,0.33707478642463684,0
0.5521385769041436,0.20463023449693923,-0.001060521462932229,0.03208170458674431,-0.6659959554672241,0.332800030708313,0
0.5657910831209688,0.3737769883456949,-0.0009433794184587896,0.0316668301820755,-0.6634587049484253,0.3325471580028534,0
0.4467492894959524,0.8681804029016569,0.00035513387410901487,0.03541247174143791,-0.6688007116317749,0.3313343822956085,0
0.3189810748477827,0.9733752508491705,0.0003289773303549737,0.04269716516137123,-0.6680740714073181,0.3307633399963379,0
0.28939100670166956,0.9466738123307966,-4.3589025153778493e-05,0.047951433807611465,-0.6832637190818787,0.3392554819583893,0
0.13847642022149,0.12354070345060089,-0.0012316103093326092,0.05888575315475464,-0.6839390397071838,0.3453029692173004,0
0.12511453444308365,0.6078070256741823,0.008802876807749271,0.0760343074798584,-0.6885305643081665,0.35710981488227844,0
0.3304306964646186,1.2389105114417378,0.02332751266658306,0.08301788568496704,-0.6959921717643738,0.3628338873386383,0
0.615166964838018,1.2754888376488642,0.02266812138259411,0.08403663337230682,-0.6742021441459656,0.3625641167163849,0
