torso_angle,neck_angle,shoulder_tilt,hip_tilt,head_forward_z,head_to_shoulder,label
0.9052541785545549,0.6599752746184377,-0.036031268537044525,-0.005860303528606892,-0.7175793647766113,0.3314090073108673,0
0.7388695949366139,4.4760593316936435,0.005744498688727617,0.033378906548023224,-0.7366171479225159,0.26545464992523193,1
0.09691329395132914,7.897246835247485,0.016384491696953773,0.07432350516319275,-0.8844507932662964,0.18075646460056305,2
1.1900899313865205,8.793055131959612,-0.10928279906511307,-0.04438287392258644,-0.5772092342376709,0.32892853021621704,3
3.345153575245039,4.124025511265309,0.11595552414655685,0.11960691958665848,-0.539962887763977,0.31709542870521545,4
1.5740825230029172,0.044234660174789026,-0.07319352775812149,-0.009764568880200386,-0.7164399027824402,0.3312898874282837,0
0.6696879171269656,2.8009302310116513,-0.029261117801070213,0.028858408331871033,-0.8104833364486694,0.23720794916152954,1
1.062199818237993,4.106274545744234,-0.04964113608002663,-0.005428860895335674,-0.9039077758789062,0.10006105154752731,2
3.3910750477291978,53.69230427650716,-0.19086673855781555,-0.04536544159054756,-0.7430998086929321,0.21049247682094574,3
4.029391226325917,21.87183932446004,0.25602084398269653,0.1725534200668335,-0.6364550590515137,0.28605425357818604,4
1.7616976853297908,2.5891385069288697,-0.02382742054760456,-0.019721534103155136,-0.7639937400817871,0.341244637966156,0
0.7154583817165162,1.9743713445606406,-0.008917859755456448,0.01980038732290268,-0.7880426645278931,0.23516497015953064,1
1.1514807761096841,2.2586277573288385,-0.004044463392347097,0.025035200640559196,-0.890403687953949,0.20438501238822937,2
0.10087055545943384,8.244335655036233,0.07264741510152817,0.06667226552963257,-0.7575634121894836,0.27286845445632935,3
1.2673314479626998,19.157205001257573,-0.03949352726340294,0.03990437462925911,-0.7415775060653687,0.2967040538787842,4
0.42057928148111495,1.6148305729345134,-0.045892708003520966,0.049779221415519714,-0.6990296244621277,0.3610997498035431,0
0.540679115423255,0.9815829760373513,-0.013396739959716797,0.012807890772819519,-0.7610675096511841,0.23194555938243866,1
0.20653381460469245,11.985644963910241,-0.051479462534189224,0.011826683767139912,-0.6553407907485962,0.23897293210029602,2
0.13270400689029618,11.660537170657323,0.04185737669467926,0.04838167876005173,-0.6892977952957153,0.29148128628730774,3
2.822720155846986,14.763281520325306,-0.14752350747585297,-0.05240491032600403,-0.6230673789978027,0.3127063810825348,3
